S. No.,Employee Id,First Name,Last Name,Full Name,Gender,Marital Status,Age,Date Of Birth,Date Of Joining,Date of Leaving,Designation,Department,Work Location,Status,Qualification,Shift Details,Current CTC
8787,ASG08787,Harrison,Pal,Harrison Pal,Male,Single,32,1993-11-17,2024-09-24,2025-12-23,HR Analyst,HR,Hyderabad,Relieved,UG,Day,1058000
8788,ASG08788,Bhavna,Venkataraman,Bhavna Venkataraman,Female,Married,43,1983-09-02,2024-09-24,,Senior Sales Executive,Sales,Chennai,Active,PG,Night,2205000
8789,ASG08789,Hema,Tella,Hema Tella,Female,Single,54,1972-06-09,2024-09-25,,Sales Manager,Sales,Hyderabad,Active,PG,Day,3462000
8790,ASG08790,Arin,Kota,Arin Kota,Male,Married,51,1975-03-18,2024-09-26,,Payroll Manager,Payroll,Chennai,Active,PG,Night,3220000
8791,ASG08791,Ayush,Patel,Ayush Patel,Male,Single,40,1986-06-27,2024-09-26,2026-06-10,Sr Accountant,Finance,Chennai,Relieved,PG,Day,1917000
8792,ASG08792,Hemang,Anand,Hemang Anand,Male,Single,47,1979-08-13,2024-09-26,,HR Manager,HR,Kolkata,Active,UG,Day,2922000
8793,ASG08793,Raksha,Jain,Raksha Jain,Female,Single,44,1982-05-11,2024-09-27,,Regional Sales Lead,Sales,Bangalore,Active,PG,Mid,2215000
8794,ASG08794,Barkha,Dhingra,Barkha Dhingra,Female,Single,46,1980-08-11,2024-09-27,2025-12-14,Sales Manager,Sales,Kolkata,Relieved,PG,Day,2834000
8795,ASG08795,Faris,Sanghvi,Faris Sanghvi,Male,Single,35,1991-04-03,2024-09-27,,Regional Sales Lead,Sales,Bangalore,Active,UG,Mid,1616000
8796,ASG08796,Robert,Gaba,Robert Gaba,Male,Married,45,1981-07-12,2024-09-28,,Regional Sales Lead,Sales,Bangalore,Active,UG,Mid,2337000
8797,ASG08797,Girish,Doctor,Girish Doctor,Male,Single,25,2001-02-19,2024-09-28,,HR Analyst,HR,Chennai,Active,PG,Day,687000
8798,ASG08798,Pushti,Nair,Pushti Nair,Female,Married,53,1973-01-26,2024-09-28,,Analytics Manager,Analytics,Kolkata,Active,UG,Mid,3379000
8799,ASG08799,Rudra,Karpe,Rudra Karpe,Male,Single,40,1985-11-17,2024-09-30,,Senior Data Analyst,Analytics,Kolkata,Active,PG,Mid,1998000
8800,ASG08800,Dakshesh,Thaker,Dakshesh Thaker,Male,Married,26,2000-06-26,2024-10-01,,Sales Trainee,Sales,Chennai,Active,UG,Day,640000
8801,ASG08801,Sai,Ram,Sai Ram,Female,Married,36,1990-07-25,2024-10-01,2026-02-03,Payroll Analyst,Payroll,Hyderabad,Relieved,UG,Day,1230000
8802,ASG08802,Xalak,Nayak,Xalak Nayak,Female,Single,37,1989-02-05,2024-10-01,,Regional Sales Lead,Sales,Bangalore,Active,PG,Day,1727000
8803,ASG08803,Ekalinga,Kulkarni,Ekalinga Kulkarni,Male,Married,39,1986-11-07,2024-10-02,,Sr Accountant,Finance,Mumbai,Active,UG,Day,1872000
8804,ASG08804,Dhriti,Wadhwa,Dhriti Wadhwa,Female,Single,25,2001-05-10,2024-10-03,2025-04-17,Payroll Executive,Payroll,Chennai,Relieved,UG,Day,611000
8805,ASG08805,Raghav,Morar,Raghav Morar,Male,Married,32,1994-07-11,2024-10-03,,Sales Executive,Sales,Mumbai,Active,UG,Mid,1077000
8806,ASG08806,Omisha,Sant,Omisha Sant,Female,Married,43,1982-12-30,2024-10-04,,Sr Accountant,Finance,Kolkata,Active,UG,Day,2129000
8807,ASG08807,Nidhi,Randhawa,Nidhi Randhawa,Female,Married,41,1985-08-12,2024-10-04,,Regional Sales Lead,Sales,Chennai,Active,PG,Day,2034000
8808,ASG08808,Sara,Natarajan,Sara Natarajan,Female,Married,34,1992-01-29,2024-10-04,,Senior Data Analyst,Analytics,Chennai,Active,PG,Day,1582000
8809,ASG08809,Tristan,Sandal,Tristan Sandal,Male,Single,37,1989-01-09,2024-10-05,,Senior Sales Executive,Sales,Chennai,Active,UG,Day,1772000
8810,ASG08810,Nandini,Kaur,Nandini Kaur,Female,Married,27,1999-05-07,2024-10-05,2026-04-13,HR Analyst,HR,Hyderabad,Relieved,PG,Day,815000
8811,ASG08811,Kamala,Puri,Kamala Puri,Female,Married,37,1988-11-08,2024-10-05,,Regional Sales Lead,Sales,Chennai,Active,UG,Mid,1776000
8812,ASG08812,Raagini,Bora,Raagini Bora,Female,Married,44,1982-05-24,2024-10-05,2025-11-25,Regional Sales Lead,Sales,Mumbai,Relieved,PG,Mid,2264000
8813,ASG08813,Noah,Pandit,Noah Pandit,Male,Single,44,1982-09-04,2024-10-05,2025-11-13,Senior Data Analyst,Analytics,Chennai,Relieved,UG,Day,2188000
8814,ASG08814,Nimrat,Mand,Nimrat Mand,Female,Single,34,1992-04-12,2024-10-06,,Regional Sales Lead,Sales,Hyderabad,Active,PG,Night,1526000
8815,ASG08815,Yoshita,Kata,Yoshita Kata,Female,Single,34,1992-03-22,2024-10-07,2025-07-24,Senior Sales Executive,Sales,Mumbai,Relieved,UG,Day,1496000
8816,ASG08816,Warhi,Rajagopal,Warhi Rajagopal,Female,Single,37,1989-04-01,2024-10-07,,Sr Accountant,Finance,Mumbai,Active,PG,Day,1706000
8817,ASG08817,Darsh,Badal,Darsh Badal,Male,Married,32,1994-01-05,2024-10-09,,Sales Executive,Sales,Mumbai,Active,PG,Day,1041000
8818,ASG08818,George,Parmer,George Parmer,Male,Married,40,1986-04-18,2024-10-09,,Sr Accountant,Finance,Kolkata,Active,PG,Day,1946000
8819,ASG08819,Netra,Gopal,Netra Gopal,Female,Single,49,1976-09-26,2024-10-09,,HR Manager,HR,Mumbai,Active,UG,Day,3092000
8820,ASG08820,Liam,Thaker,Liam Thaker,Male,Married,41,1985-07-05,2024-10-10,2025-10-12,Sr Accountant,Finance,Hyderabad,Relieved,PG,Day,2063000
8821,ASG08821,Ojas,Toor,Ojas Toor,Male,Married,33,1992-10-14,2024-10-10,,Sr Accountant,Finance,Bangalore,Active,PG,Day,1510000
8822,ASG08822,Nikita,Banik,Nikita Banik,Female,Single,29,1997-07-08,2024-10-11,,Sales Executive,Sales,Bangalore,Active,UG,Mid,928000
8823,ASG08823,Hritik,Sidhu,Hritik Sidhu,Male,Single,37,1989-08-23,2024-10-11,2025-03-04,Senior Sales Executive,Sales,Hyderabad,Relieved,PG,Night,1752000
8824,ASG08824,Vinaya,Sood,Vinaya Sood,Female,Single,36,1990-06-28,2024-10-12,,Accounts Executive,Finance,Hyderabad,Active,UG,Day,1280000
8825,ASG08825,Hiral,Rattan,Hiral Rattan,Female,Married,22,2003-09-23,2024-10-12,,Accounts Trainee,Finance,Kolkata,Active,PG,Day,450000
8826,ASG08826,Laksh,Wali,Laksh Wali,Male,Married,36,1990-05-16,2024-10-12,,Senior Data Analyst,Analytics,Mumbai,Active,PG,Day,1711000
8827,ASG08827,Irya,Dubey,Irya Dubey,Female,Married,44,1982-01-18,2024-10-13,,Senior Payroll Analyst,Payroll,Hyderabad,Active,PG,Mid,2229000
8828,ASG08828,Imaran,Chahal,Imaran Chahal,Male,Married,25,2000-10-14,2024-10-13,,Data Analyst,Analytics,Hyderabad,Active,PG,Night,692000
8829,ASG08829,Zarna,Vig,Zarna Vig,Female,Single,41,1985-02-27,2024-10-13,,Regional Sales Lead,Sales,Kolkata,Active,PG,Day,2062000
8830,ASG08830,Tejas,Natt,Tejas Natt,Male,Married,24,2001-12-14,2024-10-13,,Sales Trainee,Sales,Chennai,Active,PG,Day,544000
8831,ASG08831,Advik,Mannan,Advik Mannan,Male,Single,57,1968-12-31,2024-10-13,,Sales Manager,Sales,Mumbai,Active,PG,Day,3710000
8832,ASG08832,Manbir,Banik,Manbir Banik,Male,Married,38,1987-12-19,2024-10-14,2025-11-13,Regional Sales Lead,Sales,Kolkata,Relieved,UG,Night,1825000
8833,ASG08833,Pranav,Balasubramanian,Pranav Balasubramanian,Male,Single,32,1994-02-15,2024-10-14,,Sales Executive,Sales,Hyderabad,Active,UG,Day,1026000
8834,ASG08834,Tanay,Prasad,Tanay Prasad,Male,Married,42,1984-06-22,2024-10-14,,Senior Data Analyst,Analytics,Hyderabad,Active,UG,Mid,2128000
8835,ASG08835,Riya,Datta,Riya Datta,Female,Single,34,1992-07-29,2024-10-14,,Sales Executive,Sales,Mumbai,Active,PG,Mid,1127000
8836,ASG08836,Upma,Bhatia,Upma Bhatia,Female,Single,32,1993-10-20,2024-10-15,,Senior Data Analyst,Analytics,Chennai,Active,UG,Day,1403000
8837,ASG08837,Charles,Datta,Charles Datta,Male,Single,38,1987-12-28,2024-10-15,,Sales Executive,Sales,Mumbai,Active,UG,Day,1334000
8838,ASG08838,Yasti,Dar,Yasti Dar,Female,Married,34,1992-01-20,2024-10-16,2026-01-25,Payroll Analyst,Payroll,Chennai,Relieved,PG,Mid,1182000
8839,ASG08839,Oliver,Choudhury,Oliver Choudhury,Male,Married,45,1980-09-26,2024-10-16,,Senior Data Analyst,Analytics,Mumbai,Active,PG,Day,2269000
8840,ASG08840,Gautam,Keer,Gautam Keer,Male,Single,51,1974-12-10,2024-10-17,,Finance Manager,Finance,Chennai,Active,UG,Night,3254000
8841,ASG08841,Tejas,Rattan,Tejas Rattan,Male,Married,36,1990-05-08,2024-10-17,,Senior Sales Executive,Sales,Hyderabad,Active,UG,Night,1680000
8842,ASG08842,Qarin,Srinivas,Qarin Srinivas,Male,Single,34,1992-03-22,2024-10-19,2025-11-07,Data Analyst,Analytics,Bangalore,Relieved,UG,Mid,1147000
8843,ASG08843,Rachita,Salvi,Rachita Salvi,Female,Single,45,1980-11-01,2024-10-20,2026-07-01,Finance Manager,Finance,Chennai,Relieved,PG,Day,2838000
8844,ASG08844,Tanvi,Rau,Tanvi Rau,Female,Married,35,1991-03-17,2024-10-20,,HR Analyst,HR,Chennai,Active,PG,Night,1198000
8845,ASG08845,Fiyaz,Ghosh,Fiyaz Ghosh,Male,Single,34,1991-09-27,2024-10-20,,Senior Data Analyst,Analytics,Mumbai,Active,PG,Day,1506000
8846,ASG08846,Avi,Bajaj,Avi Bajaj,Male,Married,32,1994-03-24,2024-10-21,2026-07-23,Senior Sales Executive,Sales,Hyderabad,Relieved,UG,Day,1422000
8847,ASG08847,Oni,Oza,Oni Oza,Female,Married,40,1986-05-29,2024-10-22,,Sr Accountant,Finance,Hyderabad,Active,PG,Day,1970000
8848,ASG08848,Ekiya,Dutta,Ekiya Dutta,Female,Married,33,1992-10-23,2024-10-23,,Regional Sales Lead,Sales,Kolkata,Active,UG,Day,1466000
8849,ASG08849,Ansh,Andra,Ansh Andra,Male,Married,52,1974-04-05,2024-10-23,,Sales Manager,Sales,Mumbai,Active,PG,Day,3341000
8850,ASG08850,Viraj,Shenoy,Viraj Shenoy,Male,Married,27,1999-08-30,2024-10-24,2025-04-20,Sales Trainee,Sales,Bangalore,Relieved,PG,Day,705000
8851,ASG08851,Samar,Bera,Samar Bera,Male,Married,43,1983-06-18,2024-10-25,,Regional Sales Lead,Sales,Kolkata,Active,PG,Day,2166000
8852,ASG08852,Bhavya,Arora,Bhavya Arora,Female,Married,34,1992-09-02,2024-10-25,,HR Analyst,HR,Mumbai,Active,PG,Day,1137000
8853,ASG08853,Faqid,Sura,Faqid Sura,Male,Single,28,1998-09-05,2024-10-26,,Data Analyst,Analytics,Kolkata,Active,UG,Night,867000
8854,ASG08854,Harshil,Soni,Harshil Soni,Male,Married,36,1990-03-22,2024-10-27,2025-02-16,HR Analyst,HR,Bangalore,Relieved,PG,Night,1247000
8855,ASG08855,Idika,Badami,Idika Badami,Female,Single,45,1980-11-02,2024-10-28,,Sr Accountant,Finance,Kolkata,Active,PG,Mid,2311000
8856,ASG08856,Ekantika,Dewan,Ekantika Dewan,Female,Married,40,1986-07-14,2024-10-28,,Senior Sales Executive,Sales,Chennai,Active,PG,Mid,1991000
8857,ASG08857,Upadhriti,Mane,Upadhriti Mane,Female,Married,58,1968-07-02,2024-10-29,,Finance Manager,Finance,Hyderabad,Active,UG,Night,3760000
8858,ASG08858,Rudra,Sura,Rudra Sura,Male,Single,38,1988-06-19,2024-10-30,,Sr Accountant,Finance,Mumbai,Active,UG,Day,1777000
8859,ASG08859,Kai,Bajwa,Kai Bajwa,Male,Married,27,1998-10-26,2024-10-30,,HR Analyst,HR,Hyderabad,Active,UG,Mid,793000
8860,ASG08860,Pahal,Bhandari,Pahal Bhandari,Female,Married,46,1980-03-28,2024-10-31,,Finance Manager,Finance,Bangalore,Active,UG,Day,2879000
8861,ASG08861,Lekha,Brar,Lekha Brar,Female,Married,37,1989-02-03,2024-10-31,,Senior Payroll Analyst,Payroll,Hyderabad,Active,UG,Day,1773000
8862,ASG08862,Amruta,Srivastava,Amruta Srivastava,Female,Married,23,2003-05-13,2024-10-31,2026-01-28,Payroll Executive,Payroll,Chennai,Relieved,PG,Day,503000
8863,ASG08863,Unni,Sem,Unni Sem,Female,Married,43,1983-04-24,2024-10-31,,Sr Accountant,Finance,Mumbai,Active,UG,Day,2119000
8864,ASG08864,Chaman,Bir,Chaman Bir,Female,Single,37,1989-02-15,2024-10-31,,HR Analyst,HR,Kolkata,Active,UG,Day,1280000
8865,ASG08865,Aarav,Balan,Aarav Balan,Male,Married,35,1991-02-19,2024-10-31,,HR Analyst,HR,Hyderabad,Active,PG,Day,1201000
8866,ASG08866,Ayush,Khurana,Ayush Khurana,Male,Single,44,1982-05-26,2024-11-01,,Senior Payroll Analyst,Payroll,Hyderabad,Active,PG,Day,2250000
8867,ASG08867,Falguni,Seth,Falguni Seth,Female,Married,38,1987-11-22,2024-11-01,2025-05-27,Sr Accountant,Finance,Bangalore,Relieved,PG,Day,1849000
8868,ASG08868,Qasim,Balan,Qasim Balan,Male,Single,43,1983-04-16,2024-11-02,,Senior Sales Executive,Sales,Mumbai,Active,UG,Night,2203000
8869,ASG08869,Megha,Nayak,Megha Nayak,Female,Married,23,2003-05-30,2024-11-02,,HR Executive,HR,Chennai,Active,UG,Mid,504000
8870,ASG08870,Anjali,Devan,Anjali Devan,Female,Married,58,1968-01-31,2024-11-03,2025-06-12,HR Manager,HR,Hyderabad,Relieved,UG,Mid,3800000
8871,ASG08871,Ranbir,Hora,Ranbir Hora,Male,Married,40,1986-04-13,2024-11-03,,Regional Sales Lead,Sales,Bangalore,Active,PG,Night,1911000
8872,ASG08872,Aashi,Srinivasan,Aashi Srinivasan,Female,Single,23,2003-08-24,2024-11-03,,Accounts Trainee,Finance,Kolkata,Active,UG,Day,489000
8873,ASG08873,Nilima,Wable,Nilima Wable,Female,Married,29,1997-07-02,2024-11-05,,Accounts Executive,Finance,Chennai,Active,UG,Day,929000
8874,ASG08874,Dayita,Sundaram,Dayita Sundaram,Female,Married,56,1970-03-24,2024-11-05,,Analytics Manager,Analytics,Mumbai,Active,UG,Day,3688000
8875,ASG08875,Veda,Nagy,Veda Nagy,Female,Single,25,2001-08-08,2024-11-07,,Sales Executive,Sales,Mumbai,Active,PG,Night,725000
8876,ASG08876,Pratyush,Thakur,Pratyush Thakur,Male,Single,35,1991-08-07,2024-11-09,,HR Analyst,HR,Mumbai,Active,PG,Day,1180000
8877,ASG08877,Tejas,Krishnamurthy,Tejas Krishnamurthy,Male,Married,28,1998-04-08,2024-11-11,,Accounts Executive,Finance,Chennai,Active,UG,Day,863000
8878,ASG08878,Michael,Choudhury,Michael Choudhury,Male,Single,32,1994-06-14,2024-11-11,2025-10-05,Data Analyst,Analytics,Bangalore,Relieved,UG,Mid,1050000
8879,ASG08879,Om,Khalsa,Om Khalsa,Male,Single,58,1967-12-14,2024-11-11,,Analytics Manager,Analytics,Kolkata,Active,UG,Day,3800000
8880,ASG08880,Teerth,Mahal,Teerth Mahal,Male,Married,55,1970-11-09,2024-11-12,,Payroll Manager,Payroll,Chennai,Active,UG,Mid,3617000
8881,ASG08881,Vedika,Cheema,Vedika Cheema,Female,Married,26,2000-05-15,2024-11-12,,Data Analyst,Analytics,Hyderabad,Active,UG,Mid,739000
8882,ASG08882,Oeshi,Lalla,Oeshi Lalla,Female,Single,30,1996-06-04,2024-11-14,,Accounts Executive,Finance,Chennai,Active,PG,Night,972000
8883,ASG08883,Harsh,Kanda,Harsh Kanda,Male,Married,26,1999-09-26,2024-11-14,,Data Analyst,Analytics,Mumbai,Active,UG,Day,749000
8884,ASG08884,Akshay,Krishnamurthy,Akshay Krishnamurthy,Male,Single,26,2000-02-08,2024-11-16,,Accounts Trainee,Finance,Bangalore,Active,PG,Night,641000
8885,ASG08885,Vanya,Shukla,Vanya Shukla,Female,Single,26,2000-08-09,2024-11-16,2026-01-17,HR Analyst,HR,Chennai,Relieved,PG,Day,761000
8886,ASG08886,Amruta,Kumer,Amruta Kumer,Female,Married,33,1993-08-27,2024-11-17,,Accounts Executive,Finance,Hyderabad,Active,UG,Day,1094000
8887,ASG08887,Farhan,Handa,Farhan Handa,Male,Single,38,1988-06-02,2024-11-17,,HR Analyst,HR,Kolkata,Active,UG,Day,1380000
8888,ASG08888,Keya,Iyer,Keya Iyer,Female,Married,28,1997-12-02,2024-11-17,,Sales Executive,Sales,Hyderabad,Active,UG,Day,868000
8889,ASG08889,Warhi,Sheth,Warhi Sheth,Female,Married,34,1992-07-17,2024-11-17,,Senior Sales Executive,Sales,Mumbai,Active,UG,Night,1552000
8890,ASG08890,Veda,Tailor,Veda Tailor,Female,Married,42,1983-10-05,2024-11-18,,Sr Accountant,Finance,Chennai,Active,PG,Night,2050000
8891,ASG08891,Gavin,Dey,Gavin Dey,Male,Married,39,1987-06-17,2024-11-18,,Regional Sales Lead,Sales,Kolkata,Active,PG,Day,1920000
8892,ASG08892,Ladli,Garg,Ladli Garg,Female,Married,40,1986-06-24,2024-11-19,,Regional Sales Lead,Sales,Bangalore,Active,PG,Night,1912000
8893,ASG08893,Damyanti,Buch,Damyanti Buch,Female,Single,25,2001-04-07,2024-11-20,,BI Developer,Analytics,Mumbai,Active,PG,Day,679000
8894,ASG08894,Devika,Sarraf,Devika Sarraf,Female,Single,31,1995-08-29,2024-11-20,2026-02-10,Sales Executive,Sales,Kolkata,Relieved,PG,Day,1016000
8895,ASG08895,Ira,Choudhury,Ira Choudhury,Female,Married,35,1991-01-10,2024-11-20,,Sales Executive,Sales,Mumbai,Active,UG,Day,1174000
8896,ASG08896,Siya,Bhagat,Siya Bhagat,Female,Single,57,1968-11-18,2024-11-21,,Payroll Manager,Payroll,Bangalore,Active,PG,Day,3738000
8897,ASG08897,Wridesh,Shah,Wridesh Shah,Male,Single,27,1999-02-27,2024-11-22,,Accounts Trainee,Finance,Hyderabad,Active,PG,Day,689000
8898,ASG08898,Jalsa,Vaidya,Jalsa Vaidya,Female,Single,28,1998-03-10,2024-11-22,,Accounts Executive,Finance,Bangalore,Active,UG,Night,842000
8899,ASG08899,Yuvraj,Nori,Yuvraj Nori,Male,Single,34,1992-08-18,2024-11-22,,Payroll Analyst,Payroll,Mumbai,Active,UG,Day,1145000
8900,ASG08900,Lucky,Gupta,Lucky Gupta,Male,Married,34,1992-04-12,2024-11-22,,Regional Sales Lead,Sales,Chennai,Active,UG,Day,1545000
8901,ASG08901,Prisha,Tailor,Prisha Tailor,Female,Single,33,1993-08-06,2024-11-22,,Regional Sales Lead,Sales,Bangalore,Active,UG,Night,1439000
8902,ASG08902,Logan,Bath,Logan Bath,Male,Married,32,1994-02-18,2024-11-22,,Senior Data Analyst,Analytics,Mumbai,Active,PG,Day,1411000
8903,ASG08903,Yashvi,Ratti,Yashvi Ratti,Female,Married,44,1982-02-11,2024-11-23,,Sr Accountant,Finance,Mumbai,Active,PG,Day,2208000
8904,ASG08904,Krisha,Varkey,Krisha Varkey,Female,Married,50,1975-11-21,2024-11-23,,HR Manager,HR,Hyderabad,Active,PG,Day,3216000
8905,ASG08905,Tara,Sampath,Tara Sampath,Female,Single,48,1978-06-24,2024-11-23,,Sales Manager,Sales,Chennai,Active,PG,Day,3040000
8906,ASG08906,Yoshita,Subramanian,Yoshita Subramanian,Female,Single,30,1996-06-23,2024-11-24,2025-04-22,HR Analyst,HR,Mumbai,Relieved,UG,Mid,970000
8907,ASG08907,Anvi,Boase,Anvi Boase,Female,Married,22,2004-06-24,2024-11-24,,Accounts Trainee,Finance,Chennai,Active,PG,Day,451000
8908,ASG08908,Chaaya,Bhagat,Chaaya Bhagat,Female,Married,38,1988-08-07,2024-11-24,,Regional Sales Lead,Sales,Bangalore,Active,PG,Day,1840000
8909,ASG08909,Nakul,Srinivasan,Nakul Srinivasan,Male,Single,50,1976-09-15,2024-11-24,,HR Manager,HR,Chennai,Active,PG,Night,3230000
8910,ASG08910,Vedhika,Toor,Vedhika Toor,Female,Single,32,1994-01-16,2024-11-25,,Sr Accountant,Finance,Bangalore,Active,UG,Mid,1384000
8911,ASG08911,Vivaan,Dube,Vivaan Dube,Male,Married,34,1992-07-28,2024-11-25,2025-09-17,Senior Data Analyst,Analytics,Mumbai,Relieved,PG,Day,1539000
8912,ASG08912,Vedika,Basak,Vedika Basak,Female,Married,27,1999-01-25,2024-11-25,,Accounts Executive,Finance,Bangalore,Active,UG,Day,832000
8913,ASG08913,Nirja,Prabhu,Nirja Prabhu,Female,Married,44,1982-01-21,2024-11-25,2025-04-19,Sr Accountant,Finance,Hyderabad,Relieved,PG,Day,2229000
8914,ASG08914,Mekhala,Kothari,Mekhala Kothari,Female,Married,26,1999-12-22,2024-11-26,,Payroll Executive,Payroll,Chennai,Active,UG,Day,654000
8915,ASG08915,Neel,Sheth,Neel Sheth,Male,Married,35,1990-09-25,2024-11-26,,Regional Sales Lead,Sales,Mumbai,Active,PG,Mid,1632000
8916,ASG08916,Benjamin,Grover,Benjamin Grover,Male,Married,34,1991-10-26,2024-11-26,,Regional Sales Lead,Sales,Hyderabad,Active,UG,Day,1565000
8917,ASG08917,Nihal,Kapur,Nihal Kapur,Male,Married,42,1983-11-02,2024-11-27,,Senior Data Analyst,Analytics,Mumbai,Active,UG,Day,2057000
8918,ASG08918,Kritika,Lala,Kritika Lala,Female,Married,43,1982-10-05,2024-11-27,2025-03-04,Senior Data Analyst,Analytics,Mumbai,Relieved,PG,Day,2118000
8919,ASG08919,Kai,Oak,Kai Oak,Male,Married,39,1987-05-30,2024-11-27,,Regional Sales Lead,Sales,Kolkata,Active,PG,Day,1878000
8920,ASG08920,Eesha,Wali,Eesha Wali,Female,Married,38,1987-11-06,2024-11-27,,Accounts Executive,Finance,Mumbai,Active,UG,Day,1363000
8921,ASG08921,Prisha,Lala,Prisha Lala,Female,Married,38,1988-04-02,2024-11-28,,Senior Data Analyst,Analytics,Mumbai,Active,UG,Mid,1859000
8922,ASG08922,Udyati,Saxena,Udyati Saxena,Female,Single,57,1969-01-10,2024-11-29,,Analytics Manager,Analytics,Mumbai,Active,PG,Mid,3769000
8923,ASG08923,Guneet,Wable,Guneet Wable,Male,Married,42,1984-04-12,2024-11-30,,Senior Data Analyst,Analytics,Kolkata,Active,PG,Day,2109000
8924,ASG08924,Daksha,Dhingra,Daksha Dhingra,Female,Single,36,1990-05-15,2024-11-30,,Senior Payroll Analyst,Payroll,Kolkata,Active,UG,Day,1702000
8925,ASG08925,Patrick,Tara,Patrick Tara,Male,Single,44,1982-06-14,2024-12-01,2026-03-12,Sr Accountant,Finance,Mumbai,Relieved,PG,Day,2259000
8926,ASG08926,Sara,Sood,Sara Sood,Female,Single,45,1981-02-18,2024-12-01,,Senior Data Analyst,Analytics,Chennai,Active,PG,Day,2340000
8927,ASG08927,Ojas,Sridhar,Ojas Sridhar,Male,Single,27,1999-04-15,2024-12-01,,Data Analyst,Analytics,Hyderabad,Active,PG,Mid,781000
8928,ASG08928,Darpan,Raval,Darpan Raval,Male,Single,40,1986-04-12,2024-12-02,,Regional Sales Lead,Sales,Mumbai,Active,PG,Mid,1970000
8929,ASG08929,Vrinda,Chokshi,Vrinda Chokshi,Female,Married,32,1994-04-15,2024-12-03,,HR Analyst,HR,Hyderabad,Active,PG,Day,1030000
8930,ASG08930,Yahvi,Goda,Yahvi Goda,Female,Married,53,1973-04-04,2024-12-03,,Analytics Manager,Analytics,Bangalore,Active,PG,Day,3416000
8931,ASG08931,Balhaar,Venkataraman,Balhaar Venkataraman,Male,Single,28,1997-10-10,2024-12-04,,HR Analyst,HR,Mumbai,Active,PG,Day,866000
8932,ASG08932,Urmi,Chaudhary,Urmi Chaudhary,Female,Married,40,1986-09-08,2024-12-04,2025-09-02,Senior Data Analyst,Analytics,Mumbai,Relieved,PG,Day,1920000
8933,ASG08933,Hardik,Sahni,Hardik Sahni,Male,Single,36,1989-12-02,2024-12-05,2025-12-16,Sales Executive,Sales,Mumbai,Relieved,UG,Mid,1227000
8934,ASG08934,Kamya,Barad,Kamya Barad,Female,Married,38,1987-11-30,2024-12-05,,Regional Sales Lead,Sales,Chennai,Active,UG,Day,1789000
8935,ASG08935,Charles,Arya,Charles Arya,Male,Single,41,1984-12-24,2024-12-06,,Senior Sales Executive,Sales,Kolkata,Active,UG,Mid,1991000
8936,ASG08936,Yuvraj,Buch,Yuvraj Buch,Male,Single,39,1987-08-07,2024-12-06,,Senior Payroll Analyst,Payroll,Bangalore,Active,PG,Day,1901000
8937,ASG08937,Indira,Bose,Indira Bose,Female,Married,31,1995-06-09,2024-12-06,,Sales Executive,Sales,Kolkata,Active,PG,Day,990000
8938,ASG08938,Omisha,Kaul,Omisha Kaul,Female,Married,37,1988-11-23,2024-12-06,,Senior Sales Executive,Sales,Chennai,Active,PG,Mid,1765000
8939,ASG08939,Jack,Char,Jack Char,Male,Married,35,1991-06-04,2024-12-06,,Accounts Executive,Finance,Hyderabad,Active,PG,Mid,1225000
8940,ASG08940,Tanmayi,Srinivasan,Tanmayi Srinivasan,Female,Single,55,1971-06-25,2024-12-07,,Analytics Manager,Analytics,Mumbai,Active,UG,Day,3601000
8941,ASG08941,Suhani,Din,Suhani Din,Female,Single,43,1983-02-11,2024-12-07,,Sr Accountant,Finance,Mumbai,Active,UG,Mid,2174000
8942,ASG08942,Yug,Keer,Yug Keer,Male,Married,27,1999-08-06,2024-12-08,,Data Analyst,Analytics,Bangalore,Active,UG,Mid,788000
8943,ASG08943,Yashoda,Sachar,Yashoda Sachar,Female,Married,57,1969-09-17,2024-12-09,,Sales Manager,Sales,Bangalore,Active,PG,Mid,3684000
8944,ASG08944,Hredhaan,Sama,Hredhaan Sama,Male,Single,32,1993-10-03,2024-12-09,,HR Analyst,HR,Mumbai,Active,PG,Day,1079000
8945,ASG08945,Nakul,Chahal,Nakul Chahal,Male,Married,39,1987-02-02,2024-12-09,,Senior Payroll Analyst,Payroll,Kolkata,Active,UG,Day,1885000
8946,ASG08946,Joshua,Ramakrishnan,Joshua Ramakrishnan,Male,Single,53,1973-02-18,2024-12-09,,Payroll Manager,Payroll,Kolkata,Active,UG,Day,3464000
8947,ASG08947,Fitan,Dave,Fitan Dave,Male,Single,41,1985-08-16,2024-12-10,,Regional Sales Lead,Sales,Hyderabad,Active,UG,Day,2037000
8948,ASG08948,Pahal,Deshpande,Pahal Deshpande,Female,Married,42,1984-05-26,2024-12-10,,Regional Sales Lead,Sales,Hyderabad,Active,PG,Night,2057000
8949,ASG08949,Kiaan,Arora,Kiaan Arora,Male,Married,32,1993-10-05,2024-12-11,,Data Analyst,Analytics,Hyderabad,Active,PG,Day,1059000
8950,ASG08950,Ishani,Tella,Ishani Tella,Female,Married,25,2000-10-28,2024-12-11,,HR Executive,HR,Mumbai,Active,UG,Mid,599000
